OBJECTID,UCS_F,UCS_TIPO,DEPTO,NUM_SUELOS,NIVEL_TAXO,RAO,NUCLEO
773,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
774,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
775,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
776,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
777,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
778,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
779,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
780,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
781,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
782,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
783,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
784,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
785,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
786,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
787,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
788,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
789,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
790,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
791,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
792,LVAb,Asociacion,Caqueta,4,4,0.5,Nucleo 2
793,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
794,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
795,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
796,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
797,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
798,LVDc,Asociacion,Caqueta,2,4,0.48,Nucleo 2
799,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
800,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
803,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
804,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
805,LVCc2,Asociacion,Caqueta,3,4,0.66,Nucleo 2
806,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
807,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
809,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
810,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
811,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
812,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
813,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
815,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
816,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
817,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
818,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
819,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
820,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
821,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
822,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
823,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
824,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
825,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
826,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
827,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
828,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
829,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
830,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
831,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
832,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
833,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
834,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
835,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
836,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
837,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
838,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
839,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
842,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
843,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
844,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
845,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
846,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
847,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
848,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
849,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
850,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
851,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
852,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
853,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
855,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
859,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
860,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
861,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
865,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
893,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
894,LVDc,Asociacion,Caqueta,2,4,0.48,Nucleo 2
895,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
899,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
900,PVDb,Asociacion,Caqueta,2,4,0.36,Nucleo 2
901,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
902,MUAe,Asociacion,Caqueta,2,4,0.48,Nucleo 2
904,VUBa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
905,LVAe2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
906,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
907,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
908,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
909,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
910,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
915,LVDd,Asociacion,Caqueta,2,4,0.48,Nucleo 2
923,MVDd,Asociacion,Caqueta,4,4,0.6,Nucleo 2
924,MVEb,Asociacion,Caqueta,3,4,0.53,Nucleo 2
926,VVAai,Asociacion,Caqueta,3,4,0.48,Nucleo 2
926,VVAai,Asociacion,Caqueta,3,4,0.48,Nucleo 2
926,VVAai,Asociacion,Caqueta,3,4,0.48,Nucleo 2
928,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
929,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
931,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
932,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
933,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
935,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
936,MUCai,Asociacion,Caqueta,2,4,0.36,Nucleo 2
937,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
938,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
939,PVEai,Asociacion,Caqueta,3,4,0.6,Nucleo 2
940,PVEai,Asociacion,Caqueta,3,4,0.6,Nucleo 2
941,PVEai,Asociacion,Caqueta,3,4,0.6,Nucleo 2
943,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
945,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
948,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
951,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
954,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
955,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
956,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
957,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
971,VUBa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
972,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
991,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
992,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
993,LUAc,Asociacion,Caqueta,3,4,0.54,Nucleo 2
994,VUCa,Asociacion,Caqueta,2,4,0.48,Nucleo 2
995,VUBa,Asociacion,Caqueta,3,4,0.66,Nucleo 2
1008,LUAc,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1009,LUAc,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1010,LVAe2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1012,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1016,MKAg,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1022,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1023,LUAc,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1030,LVCb,Asociacion,Caqueta,3,4,0.66,Nucleo 2
1032,VVDa,Asociacion,Caqueta,4,4,0.55,Nucleo 2
1033,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1037,LUAd2,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1038,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1064,LVDc,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1065,VVCa,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1066,LUBai,Asociacion,Caqueta,3,4,0.615,Nucleo 2
1067,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1068,LUBai,Asociacion,Caqueta,3,4,0.615,Nucleo 2
1069,MVCg,Asociacion,Caqueta,3,4,0.47,Nucleo 2
1070,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1071,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1072,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1073,LVDe2,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1074,LVDe2,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1078,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1079,LVAd,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1080,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1082,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1083,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1084,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1085,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1088,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1089,MVBf2,Asociacion,Caqueta,3,4,0.64,Nucleo 2
1090,LVAe2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1091,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1092,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1094,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1095,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1096,MVAd,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1097,MPAc,Asociacion,Caqueta,3,4,0.48,Nucleo 2
1098,MPAc,Asociacion,Caqueta,3,4,0.48,Nucleo 2
1100,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1101,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1102,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1104,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1105,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1106,MVAd,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1107,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1108,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1109,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1110,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1111,MPAc,Asociacion,Caqueta,3,4,0.48,Nucleo 2
1112,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1113,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1114,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1115,MVAc,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1116,MVAc,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1117,MVDf2,Asociacion,Caqueta,4,4,0.6,Nucleo 2
1118,MVDf2,Asociacion,Caqueta,4,4,0.6,Nucleo 2
1119,MVAg,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1120,MVAg,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1121,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1124,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1125,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1126,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1127,LVDb,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1128,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1129,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1130,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1131,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1132,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1133,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1134,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1135,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1136,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1137,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1140,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1141,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1142,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1143,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1144,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1145,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1146,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1147,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1150,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1154,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1155,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1156,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1157,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1163,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1164,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1165,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1166,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1167,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1168,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1169,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1170,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1171,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1172,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1173,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1174,LVEb,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1175,PVEai,Asociacion,Caqueta,3,4,0.6,Nucleo 2
1176,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1181,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1183,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1185,VVCb,Asociacion,Caqueta,3,4,0.28,Nucleo 2
1186,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1187,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
1188,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1189,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1190,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1191,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1192,LVCc,Asociacion,Caqueta,3,4,0.66,Nucleo 2
1193,LVAd,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1195,VVBai,Asociacion,Caqueta,2,4,0.24,Nucleo 2
1196,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1197,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1198,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1199,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1200,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1201,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1202,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1203,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1204,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1207,LVAd2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1208,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1209,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1210,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1211,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1212,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1213,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1214,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1215,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1216,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1217,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1218,LVEai,Asociacion,Caqueta,3,4,0.54,Nucleo 2
1219,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1220,LVBai,Asociacion,Caqueta,2,4,0.48,Nucleo 2
1221,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1222,LVAc,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1225,LVAc2,Asociacion,Caqueta,4,4,0.5,Nucleo 2
1235,MVBg,Asociacion,Caqueta,3,4,0.64,Nucleo 2
